code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
4030957371003	https://world.openfoodfacts.org/product/4030957371003	kiliweb	1517593035	1517593047	Zakuska Sauerampfer 275GR					Zakuska	zakuska															France	"GEHACKT :utèten: Seuerampfer 9596, Wasser, Speiseg!z von Sellerie und SgJg entha!ten. im Kühlschrank autewahren. trocken la en. Hergestellt in Pollen Süd GmÈH, Ohmstrage 7, D-71083 Herenberg. www.monolith-gruppe.eu FR: OSEILLE HACHÉ ln:rédients: oseille 95%, eau, sel. Le produit traces de le céleri et Conser- réfricérateur après ouverture. A consom- xëdeprâérence avant/e:voircouverde. Corr mer eu sec et au frais. Fabriqué en Pologne"		en:celery						0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded						https://static.openfoodfacts.org/images/products/403/095/737/1003/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/403/095/737/1003/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/403/095/737/1003/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/403/095/737/1003/nutrition_fr.4.200.jpg		54	54		0.5	0.1																																			1.4	0.5										1.4				1.9	0.76																																																				
4060800302571	https://world.openfoodfacts.org/product/4060800302571	kiliweb	1530630768	1562592622	Lipton Green Ice Tea Lime		1,5L			Lipton	lipton	Green teas, Iced teas	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:iced-teas,en:non-alcoholic-beverages,en:artificially-sweetened-beverages,en:sweetened-beverages	Germany	germany	Neu-Isenburg	neu-isenburg							Germany	REWE	Deutschland	Water, Sugar, Green tea extract (0,14%), Lemon Acid, Aromas, Trinatriumcitrate, Ascorbin Acid, Steviolglycoside					250g	250		1	en:e960	0			0			c	4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:green-teas	https://static.openfoodfacts.org/images/products/406/080/030/2571/front_en.13.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/front_en.13.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/front_en.13.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/front_en.13.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/ingredients_en.16.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/ingredients_en.16.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/nutrition_de.10.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2571/nutrition_de.10.200.jpg		54	54		0.5	0.1																																			3.1	3										0.5				0.01	0.004	0																																											4	0							
4060800302632	https://world.openfoodfacts.org/product/4060800302632	kiliweb	1527966224	1537645397	Green Ice Tea Lime		1,5 litre			lipton	lipton	Boissons	en:beverages,en:non-alcoholic-beverages													France																	c		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/406/080/030/2632/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/nutrition_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2632/nutrition_fr.10.200.jpg		54	54		0	0																																			3.1	3										0				0.01	0.004																																												4	0							
4060800302823	https://world.openfoodfacts.org/product/4060800302823	kiliweb	1536570205	1562592623	Green ice tea citron							Green teas, Iced teas	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:iced-teas,en:non-alcoholic-beverages													France																	c		Beverages	Teas and herbal teas and coffees	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:green-teas	https://static.openfoodfacts.org/images/products/406/080/030/2823/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2823/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2823/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2823/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2823/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/406/080/030/2823/ingredients_fr.7.200.jpg				54	54		0.5	0.1																																			3.1	3										0.5				0.01	0.004																																												4	0							
4103550011062	https://world.openfoodfacts.org/product/4103550011062	kiliweb	1521456487	1564031881	Caviart Gourmet Pearls Aus Seealgen Classic Style																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/410/355/001/1062/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/355/001/1062/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/355/001/1062/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/355/001/1062/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/355/001/1062/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/410/355/001/1062/ingredients_fr.8.200.jpg				54	54		0.5	0																																			1	0										1				3.5	1.4																																																				
4104420202795	https://world.openfoodfacts.org/product/4104420202795	kiliweb	1522411542	1566592916	Eau coco					Alnatura	alnatura	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Eaux de coco"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters,en:non-alcoholic-beverages					en:organic	en:organic							France																	c		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:coconut-waters	https://static.openfoodfacts.org/images/products/410/442/020/2795/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/442/020/2795/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/442/020/2795/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/442/020/2795/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/442/020/2795/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/410/442/020/2795/ingredients_fr.10.200.jpg				54	54		0.5	0.1																																			3.3	2.3										0.5				0.03	0.012																																												4	0							
4104760429128	https://world.openfoodfacts.org/product/4104760429128	kiliweb	1518684155	1518684167	Vitamindrink ACE					Puracell	puracell	Boissons, Boissons édulcorées	en:beverages,en:artificially-sweetened-beverages,en:non-alcoholic-beverages													France	"KALORIENARM$ ORANGE-ZlTR6frlÉ* KAROTTE-GETRANK mit SüBungsmitteln. Mit 24 % Frucht- und Gemüse ehalt und dem Zusatz von Vitamin g und E sowie Provitamin A2 ZUTATEN: Natürtiches Mineralwassei Oran ensaft aus Orangensaftkonzenfat 15 00), Zitronensaft aus Zitronensaft$é sirup Sâuerun smittef ditronbnsàureÈ istabiiisatoren Pektine und JohannisZZ \brotkernmehl, Vitamin C, Cyclamat; Aspartam* Acosulfam Saccharirv AnüoxidaÙo eaiittelASb0ta Vinsàures konservieruv Sorbat, naüdicheSAro Vitamin E,} ProvitaminA NAHRWaTANGÀBEl"								2	en:e951,en:e952	0			0			c	4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:artificially-sweetened-beverages	https://static.openfoodfacts.org/images/products/410/476/042/9128/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/410/476/042/9128/nutrition_fr.7.200.jpg		54	54		0.001	0.001																																			2.6	2.6										0.01				0.02	0.008																																												4	0							
4106060017074	https://world.openfoodfacts.org/product/4106060017074	kiliweb	1490454423	1571146356	Jus de Choucroute lacto-fermenté					Beutelsbacher	beutelsbacher	Boissons	en:beverages,en:non-alcoholic-beverages					Bio,Bio européen,AB Agriculture Biologique,Demeter	en:organic,en:eu-organic,en:biodynamic-agriculture,en:demeter,fr:ab-agriculture-biologique							France																	d		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/410/606/001/7074/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/410/606/001/7074/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/410/606/001/7074/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/410/606/001/7074/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/410/606/001/7074/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/410/606/001/7074/ingredients_fr.8.200.jpg				54	54		0	0																																			1.5	1									0	0				0.9	0.36																																												6	3							
4106060101582	https://world.openfoodfacts.org/product/4106060101582	kiliweb	1519720570	1561766257	Jus De Choucroute Lacto-fermente					Beutelsbacher Demeter	beutelsbacher-demeter							en:de-oko-007	en:organic,en:eu-organic,en:de-oko-007							France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded						https://static.openfoodfacts.org/images/products/410/606/010/1582/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/410/606/010/1582/ingredients_fr.8.200.jpg				54	54		0	0																																			1.5	1										1				0.9	0.36																																																				
42256656	https://world.openfoodfacts.org/product/42256656	kiliweb	1524154625	1524154628	Saskia Boneau, Schwarze Johannisbeer																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/42256656/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/42256656/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/42256656/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/42256656/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/42256656/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/42256656/ingredients_fr.7.200.jpg				54	54		0	0																																			3	3										0																																																									
42359821	https://world.openfoodfacts.org/product/42359821	kiliweb	1534173892	1569844654	"Weißer Tee"																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/42359821/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/42359821/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/42359821/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/42359821/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/42359821/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/42359821/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/42359821/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/42359821/nutrition_fr.9.200.jpg		54	54		0	0																																			3.2	3.1										0				0.01	0.004																																																				
4250155406493	https://world.openfoodfacts.org/product/4250155406493	kiliweb	1534518732	1570188553	Kesse kirsche																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/425/015/540/6493/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/425/015/540/6493/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/425/015/540/6493/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/425/015/540/6493/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/425/015/540/6493/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/425/015/540/6493/ingredients_fr.7.200.jpg				54	54		0	0																																			29	27										1				1	0.4																																																				
4250155505134	https://world.openfoodfacts.org/product/4250155505134	kiliweb	1528399521	1561786251	Sunny delight																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/425/015/550/5134/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/425/015/550/5134/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/425/015/550/5134/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/425/015/550/5134/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/425/015/550/5134/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/425/015/550/5134/ingredients_fr.10.200.jpg				54	54		0	0																																			2.6	2.4										0				0.05	0.02																																																				
4251347600330	https://world.openfoodfacts.org/product/4251347600330	kiliweb	1497352589	1540223749	True beauty					Natural Mojo	natural-mojo	Boissons, Boissons édulcorées	en:beverages,en:artificially-sweetened-beverages,en:non-alcoholic-beverages													France	"? Dextrine de maïs, lait de noix de coco en poudre (10,0%), poudre de grenade (8,010) poudre de jus de cassis (5,0%), poudre de framboise poudre de jus de betterave. Épaississant : farine de graines de guar. Acidifiant : acide citrique, extraits de baie de goji (1 ,0%), arômes naturels, raits de raisin (0,5%), acide ascorbique, extrait de bou (0,396), citrate de zinc. Édulcorants : Glycosides de stéviol, DL-alpha-tocophérol, citrate de manganèse, citrate de cuivre, sélénite de sodium, biotine. Complément alimentaire contenant des édulcorants"								5	en:e1400,en:e300,en:e330,en:e412,en:e960	0			0			c	4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:artificially-sweetened-beverages	https://static.openfoodfacts.org/images/products/425/134/760/0330/front_fr.19.400.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/front_fr.19.200.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/front_fr.19.400.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/front_fr.19.200.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/ingredients_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/ingredients_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/nutrition_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/425/134/760/0330/nutrition_fr.15.200.jpg		59	59		0.2	0.15																																			1.6	0.35										0.05				0	0																																												3	0							
4260044182551	https://world.openfoodfacts.org/product/4260044182551	kiliweb	1500735653	1500761416	Pufuleti Maisflips			Sachet,plastique	sachet,plastique	Cricve Food	cricve-food															France	Farine de maïs, huile végétale (palme), sel, iodate de potassium.								0		1		huile-de-palme	0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/426/004/418/2551/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/004/418/2551/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/004/418/2551/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/004/418/2551/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/004/418/2551/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/426/004/418/2551/ingredients_fr.8.200.jpg				54	54		9.1	4.1																																			2.5	0.8										7.9				1.2	0.48																																																				
4260065871908	https://world.openfoodfacts.org/product/4260065871908	kiliweb	1518947399	1518947412	Türlü					Selin	selin															France	"water, cabbad 1040) , cucumber (0%25), green pt pepper, citric acid (E330), Acetéécid (E260), Potassium sorte Lombardi pepper (%5), carrot (%20) , dill, salt, garlil. LEGIJMES MARINÉS Ingrédients: Eau, chou (%25), tomates vedes (6È), poivron rouge(0c5), poivre Lombardi (%5) , carotte (%20),aneth, sel, ait, piâents, acide citrique(E330), Ecide acétique (E260), Sorbate INGEMAAKT GROENTEN Ingredlénten?. water, kool (0%40) , , (0%5), rode Lombardi peper (0%5), , dilie, zout, knoflook, hete peper, citroenzuur(E330), Azijnzuur (260) SYLTEDE GRONTSAGER Ingredienser: vand, , Lombardi peber (0%5), ,dild , sait, hvidlog, chilipeber, citronsyre(E330), Eddikesyre (260), INLAGDA GRONSAKER Ingredienser: Vatten, kàl (0%40), gurka (0%25) , grôna (%5), gi Lombardi morot (0%20), dili,salt, vitiôk, AttiksyraF260), Kühl und trocken lagern / Serin ve kuru yerde koruyunuz Keep cool and dry / Garder en lieu frais et sec Koel en droog bewaren / Lagres koligt og tort / Hâlla sval och torr Durchschnittliche Average Nutritional Values"								2	en:e260,en:e330	0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/426/006/587/1908/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/426/006/587/1908/nutrition_fr.7.200.jpg		54	54		0.24	0																																			2.22	1.1									0.1	0.51				3.3	1.32																																																				
4260289449754	https://world.openfoodfacts.org/product/4260289449754	kiliweb	1515081303	1551999536	Nu3 Smart Low Carb Sauce, Tomate, 2 X					Nu3	nu3															France	"SAUCE TOMATE AVEC ÉDULCORANTS TUcn tpassflrs fus (CONTIENT CONSCRVRTCUR : t)iJICORfiNTS : SUCRfllOS[, h UN ENDROIT Ü SC. h l'flBRl Pts DU BIEN"								0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/426/028/944/9754/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/028/944/9754/nutrition_fr.4.200.jpg		54	54		0.1	0																																			1.8	0.45									2.5	0.3				2	0.8																																																				
4260363481052	https://world.openfoodfacts.org/product/4260363481052	kiliweb	1515840989	1561833513	Sparkling Aminos, Grapefruit					Foodspring	foodspring	Boissons, Boissons édulcorées	en:beverages,en:artificially-sweetened-beverages,en:non-alcoholic-beverages													France	Water, grapefruitjuice from grapefruitjuice concentrate, L leucine, lemon juice concentrate, carbon dioxide, guarana extract, L isoleucine, L valine, orange juice concentrate, lemon and orange extract, natural grapefruit flavour, sweetener (steviol glycosides, sucralose), emulsifier (soy lecithin), stabiliser (locust bean gun)								4	en:e290,en:e641,en:e955,en:e960	0			0			c	4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:artificially-sweetened-beverages	https://static.openfoodfacts.org/images/products/426/036/348/1052/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/036/348/1052/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/036/348/1052/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/426/036/348/1052/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/426/036/348/1052/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/426/036/348/1052/ingredients_fr.10.200.jpg				59	59		0	0																																			1.1	1.1										1.8				0	0																																												2	-1							
